DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200104719,1/10/2020,1/8/2020,1200,1,Central,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0910 2034 1822,33,M,B,802,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,,,IC,Invest Cont,341,,,,GRAND ST,OLYMPIC,34.0416,-118.262
211204915,1/14/2021,4/25/2020,1,12,77th Street,1258,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,,0,X,X,726,POLICE FACILITY,,,AA,Adult Arrest,845,,,,7600 S BROADWAY,,33.9703,-118.2783
200104721,1/10/2020,1/10/2020,700,1,Central,158,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 CERES AV,,34.0398,-118.2413
211613989,12/1/2021,12/14/2020,1905,16,Foothill,1682,2,354,THEFT OF IDENTITY,928,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11700 PENDLETON ST,,34.2276,-118.3955
200104726,1/10/2020,1/10/2020,1330,1,Central,162,1,310,BURGLARY,0344 1605 0361 1414,27,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,,,,800 S OLIVE ST,,34.0452,-118.2569
200104727,1/10/2020,1/10/2020,1030,1,Central,134,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,48,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 S BROADWAY,,34.051,-118.248
200312028,5/29/2020,5/29/2020,125,3,Southwest,312,1,251,SHOTS FIRED AT INHABITED DWELLING,0329 1202 1822,60,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,251,,,,2900 S REDONDO BL,,34.0271,-118.3585
200104734,1/11/2020,1/10/2020,2100,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4TH ST,4TH PL,34.0434,-118.2349
200104735,1/11/2020,1/10/2020,2100,1,Central,138,1,220,ATTEMPTED ROBBERY,0416 1822 1402 1414 1309,30,M,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220,,,,2ND ST,LOS ANGELES,34.0503,-118.2433
200104736,1/11/2020,1/11/2020,10,1,Central,158,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1218 2004 1814 0419,45,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,CERES AV,7TH ST,34.038,-118.243
200105947,1/29/2020,1/28/2020,1730,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 INDUSTRIAL ST,,34.0359,-118.2344
200104737,1/11/2020,1/11/2020,40,1,Central,139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0429 0416 1402 1414 1822,26,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,998,,,HEWITT,TRACTION,34.0454,-118.236
200104738,1/11/2020,1/11/2020,40,1,Central,139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0429 0416 1402 1822 1414,26,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,998,,,HEWITT,TRACTION,34.0454,-118.236
200104739,1/11/2020,1/10/2020,2335,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0522 1822,28,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W OLYMPIC BL,,34.045,-118.264
200104740,1/11/2020,1/10/2020,2100,1,Central,192,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0407 1218 1414 1820,36,M,H,501,SINGLE FAMILY DWELLING,506,FIRE,IC,Invest Cont,230,,,,1800 S FLOWER ST,,34.0353,-118.2698
200104741,1/11/2020,1/10/2020,1000,1,Central,174,1,330,BURGLARY FROM VEHICLE,1307 0344 1609 1822,0,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S MAIN ST,,34.0439,-118.2514
200104742,1/11/2020,1/10/2020,2258,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1609 1822,33,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,OLIVE,9TH,34.0437,-118.2582
200104743,1/11/2020,1/9/2020,1400,1,Central,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344 1822,27,M,W,101,STREET,,,IC,Invest Cont,341,,,,500 W 6TH ST,,34.0481,-118.2542
200104744,1/11/2020,1/11/2020,220,1,Central,111,1,320,"BURGLARY, ATTEMPTED",1607 1822 1414 0329 2004,0,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,320,,,,700 N ALAMEDA ST,,34.0615,-118.2412
200104745,1/11/2020,1/10/2020,2345,1,Central,192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0417 2004 0329 1822,0,M,W,701,HOSPITAL,,,AA,Adult Arrest,740,,,,1300 S HOPE ST,,34.0395,-118.2656
200104749,1/11/2020,1/10/2020,2000,1,Central,148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,48,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,600 E 5TH ST,,34.0438,-118.2416
200104750,1/11/2020,1/11/2020,720,1,Central,143,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910 2004 1414 1307 0913,0,M,W,124,BUS STOP,,,IC,Invest Cont,740,,,,5TH,BROADWAY,34.0481,-118.2507
200104752,1/11/2020,1/11/2020,1045,1,Central,158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 2032,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,500 CERES AV,,34.0416,-118.2398
200104754,1/11/2020,1/11/2020,1015,1,Central,145,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1414,58,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,LOS ANGELES,5TH ST,34.0461,-118.2476
200104755,1/11/2020,1/11/2020,954,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,1402 0416 1822,51,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,998,,,500 S SAN PEDRO ST,,34.0437,-118.2455
200104759,1/11/2020,1/2/2020,1200,1,Central,138,2,354,THEFT OF IDENTITY,1822 0929 0928 0931,64,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S SAN PEDRO ST,,34.0493,-118.2418
200104761,1/11/2020,1/10/2020,1900,1,Central,154,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822,32,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,500 S MAIN ST,,34.0467,-118.2485
200104762,1/11/2020,1/11/2020,200,1,Central,192,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822 0377,32,M,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1400 S FIGUEROA ST,,34.0393,-118.2689
200104763,1/11/2020,1/11/2020,400,1,Central,105,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400 CASANOVA ST,,34.0713,-118.2291
200104765,1/11/2020,1/11/2020,900,1,Central,195,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822 1414,39,M,H,103,ALLEY,,,IC,Invest Cont,330,,,,1600 SANTEE ST,,34.0309,-118.2618
200104766,1/11/2020,1/6/2020,400,1,Central,111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,38,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 N FIGUEROA ST,,34.0627,-118.2463
200104768,1/11/2020,1/10/2020,1230,1,Central,182,2,662,"BUNCO, GRAND THEFT",0800 0701 1900 1916 0344,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,1000 S FLOWER ST,,34.0444,-118.2628
200104769,1/11/2020,1/11/2020,1535,1,Central,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 1026 0344 1822,38,M,W,102,SIDEWALK,,,IC,Invest Cont,440,,,,CESAR E CHAVEZ,SPRING,34.0586,-118.2402
200104770,1/11/2020,1/11/2020,1450,1,Central,147,1,350,"THEFT, PERSON",0344 0444 0416 1218 1822,20,M,W,101,STREET,,,IC,Invest Cont,350,,,,300 E 5TH ST,,34.0453,-118.2443
200104772,1/11/2020,1/11/2020,5,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,1822 0910 0444 0319 0416 0446 1218 2048,57,M,B,903,MTA - RED LINE - 7TH AND METRO CENTER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S FIGUEROA ST,,34.0509,-118.2585
200615995,9/28/2020,9/27/2020,35,6,Hollywood,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,6600 W SUNSET BL,,34.098,-118.3335
200104774,1/11/2020,1/11/2020,1110,1,Central,153,2,624,BATTERY - SIMPLE ASSAULT,0910 0416 1202 1822 2050 2052,65,F,H,917,MTA - PURPLE LINE - PERSHING SQUARE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S HILL ST,,34.0488,-118.2518
200104775,1/11/2020,1/11/2020,1345,1,Central,153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,22,F,W,101,STREET,,,IC,Invest Cont,440,,,,5TH,SPRING,34.0474,-118.2496
200105331,1/20/2020,1/19/2020,600,1,Central,124,1,761,BRANDISH WEAPON,1822 1218 0334,54,M,H,101,STREET,214,ICE PICK,IC,Invest Cont,761,,,,200 N MAIN ST,,34.0532,-118.2425
200212656,7/16/2020,7/16/2020,852,2,Rampart,201,2,901,VIOLATION OF RESTRAINING ORDER,2038,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,900 N MARIPOSA AV,,34.0868,-118.2991
200104800,1/11/2020,1/11/2020,215,1,Central,119,1,761,BRANDISH WEAPON,1402 0334 0917 1266 1822 2004 0445,22,M,H,108,PARKING LOT,216,SCISSORS,IC,Invest Cont,761,998,,,500 RAMIREZ ST,,34.0552,-118.2322
200104806,1/12/2020,1/10/2020,1010,1,Central,119,2,888,TRESPASSING,2004 0910 1822,0,M,O,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200104808,1/12/2020,1/11/2020,705,1,Central,119,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0910 0104,30,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,442,,,,800 N ALAMEDA ST,,34.0563,-118.2374
200104810,1/9/2020,1/9/2020,2035,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,0910 1822 0416 1414,30,F,W,903,MTA - RED LINE - 7TH AND METRO CENTER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 W 7TH ST,,34.0473,-118.2566
200406875,3/13/2020,3/13/2020,1330,4,Hollenbeck,429,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0444 0408 0416 0913,46,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,3100 SHEFFIELD AV,,34.0811,-118.1614
200109519,3/22/2020,3/22/2020,1326,1,Central,164,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1414 0329 1822,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,100 E 7TH ST,,34.0446,-118.2507
200104813,1/11/2020,1/11/2020,1900,1,Central,101,2,624,BATTERY - SIMPLE ASSAULT,0444 0429,65,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 N BEAUDRY AV,,34.0674,-118.2468
200104814,1/11/2020,1/11/2020,1750,1,Central,155,2,624,BATTERY - SIMPLE ASSAULT,0416 0447 1822,28,M,O,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S LOS ANGELES ST,,34.0461,-118.2476
200104815,1/11/2020,1/11/2020,2300,1,Central,157,2,624,BATTERY - SIMPLE ASSAULT,1822 0408 0444,41,F,B,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S SAN PEDRO ST,,34.0442,-118.2439
210716223,12/1/2021,7/22/2020,1200,7,Wilshire,775,2,354,THEFT OF IDENTITY,1822 0930,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1700 S RIMPAU BL,,34.0433,-118.3418
200104817,1/11/2020,1/11/2020,2200,1,Central,181,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 1822 0429 0342,28,F,H,741,STAPLES CENTER *,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1100 S FIGUEROA ST,,34.0431,-118.2692
200104818,1/12/2020,1/12/2020,130,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0334 1822 1234,35,F,H,102,SIDEWALK,221,GLASS,IC,Invest Cont,624,,,,600 N SPRING ST,,34.0582,-118.2387
200104819,1/11/2020,1/11/2020,1930,1,Central,154,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 1822 0329,35,M,W,102,SIDEWALK,,,IC,Invest Cont,330,,,,100 E 5TH ST,,34.0467,-118.2485
200104820,1/12/2020,1/11/2020,2310,1,Central,159,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329 1822,38,M,B,102,SIDEWALK,,,IC,Invest Cont,330,,,,400 COLYTON ST,,34.0435,-118.2365
200104821,1/11/2020,1/11/2020,100,1,Central,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1822 1309 0377,32,F,H,102,SIDEWALK,,,IC,Invest Cont,341,,,,FLOWER,OLYMPIC,34.043,-118.2641
200104822,1/11/2020,1/11/2020,340,1,Central,153,1,480,BIKE - STOLEN,0344 2032 1817,39,F,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,600 S SPRING ST,,34.0467,-118.252
200104823,1/11/2020,1/9/2020,1945,1,Central,181,1,350,"THEFT, PERSON",0344 1822,57,M,W,741,STAPLES CENTER *,,,IC,Invest Cont,350,,,,1100 S FIGUEROA ST,,34.0431,-118.2692
200104826,1/11/2020,1/11/2020,1430,1,Central,185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 2028 0913,56,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1200 S MAIN ST,,34.0376,-118.2594
200104827,1/12/2020,1/12/2020,5,1,Central,156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0448 0444 2000 1218 1813,29,F,B,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500 S SAN PEDRO ST,,34.0437,-118.2455
200104829,1/12/2020,1/12/2020,500,1,Central,129,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1602 1822,29,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 N ALAMEDA ST,,34.0533,-118.2379
210620323,12/12/2021,5/13/2020,1200,6,Hollywood,677,2,354,THEFT OF IDENTITY,0377 1822 1501,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5300 MONROE ST,,34.0858,-118.3118
200918367,12/12/2020,12/12/2020,15,9,Van Nuys,914,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0311 0371 0416 0446 1414 1822,45,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,14600 VANOWEN ST,,34.1976,-118.4574
200815435,10/17/2020,10/17/2020,910,8,West LA,852,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,946,,,,1500 BROCKTON AV,,34.0409,-118.4609
200104835,1/11/2020,1/11/2020,550,1,Central,111,2,901,VIOLATION OF RESTRAINING ORDER,2038 2004 0562,47,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,600 N HILL ST,,34.0591,-118.2412
200104836,1/12/2020,1/11/2020,2150,1,Central,128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,30,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,100 JUDGE JOHN AISO ST,,34.0504,-118.2409
201007153,3/12/2020,3/12/2020,640,10,West Valley,1001,2,888,TRESPASSING,1822 2004,45,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888,,,,19500 INGOMAR ST,,34.212,-118.5579
200104842,1/12/2020,1/8/2020,900,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 0329,34,F,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,700 S GRAND AV,,34.0473,-118.2566
200104843,1/12/2020,1/11/2020,1700,1,Central,165,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822 0377,57,F,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,200 E 6TH ST,,34.0446,-118.249
200104844,1/12/2020,1/12/2020,920,1,Central,157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0411 1822 1414,45,M,B,101,STREET,207,OTHER KNIFE,IC,Invest Cont,230,,,,6TH ST,CROCKER,34.0412,-118.2436
210415505,11/30/2021,1/30/2020,1640,4,Hollenbeck,409,2,354,THEFT OF IDENTITY,100,30,M,H,201,JEWELRY STORE,,,IC,Invest Cont,354,,,,4400 VAN HORNE AV,,34.097,-118.1695
200104847,1/12/2020,1/11/2020,1700,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,28,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,800 S HILL ST,,34.0462,-118.2585
200104848,1/12/2020,1/11/2020,1800,1,Central,153,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0334 0421 1822,62,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,930,,,,200 W 7TH ST,,34.0467,-118.252
200104849,1/12/2020,1/12/2020,1145,1,Central,152,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822,21,F,H,403,DRUG STORE,,,IC,Invest Cont,442,,,,600 W 7TH ST,,34.0491,-118.2558
200104850,1/12/2020,1/12/2020,500,1,Central,152,1,310,BURGLARY,0344 1605 1822,27,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,310,,,,600 S OLIVE ST,,34.0481,-118.2542
200104851,1/12/2020,1/11/2020,2315,1,Central,164,1,350,"THEFT, PERSON",0344 0377 1822,26,F,O,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,350,,,,600 S SPRING ST,,34.046,-118.2509
200104853,1/12/2020,1/11/2020,2100,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 2032 0344 1251,26,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,7TH ST,GRAND AV,34.0473,-118.2566
200104857,1/12/2020,1/5/2020,1500,1,Central,192,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,17TH ST,GRAND AV,34.0351,-118.2672
210817239,11/27/2021,8/26/2020,1215,8,West LA,828,2,354,THEFT OF IDENTITY,0100 0928 1822,51,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10500 WILSHIRE BL,,34.0649,-118.4372
200104860,1/12/2020,1/10/2020,1530,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",3101 3401 3701 0605 3026 3036 2032,29,M,B,108,PARKING LOT,,,IC,Invest Cont,341,,,,700 S GRAND AV,,34.0473,-118.2566
200104861,1/12/2020,1/12/2020,1450,1,Central,162,1,210,ROBBERY,0416 0344 2004 1822 0325 0945,23,M,H,404,DEPARTMENT STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,700 W 7TH ST,,34.048,-118.2577
200104863,1/12/2020,1/11/2020,2200,1,Central,171,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307 1601,38,F,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,900 W OLYMPIC BL,,34.0454,-118.2657
200104865,1/12/2020,1/12/2020,530,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307 1601,27,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S FIGUEROA ST,,34.0479,-118.2612
200104866,1/13/2020,1/12/2020,900,1,Central,138,1,121,"RAPE, FORCIBLE",1218 0507 0519 0527 1415 2004 0400 0500 1822 1402,37,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,SAN PEDRO ST,4TH ST,34.0458,-118.243
200104868,1/12/2020,1/8/2020,2000,1,Central,138,2,624,BATTERY - SIMPLE ASSAULT,0401 0913 0448 0408,35,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,200 BOYD ST,,34.0478,-118.2454
200104869,1/12/2020,1/12/2020,1450,1,Central,142,2,624,BATTERY - SIMPLE ASSAULT,1253 0447 0416 1202 1822 0910,60,M,H,801,MTA BUS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,5TH,OLIVE,34.0495,-118.2529
201821779,12/7/2020,12/7/2020,2245,18,Southeast,1838,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1402 0408 1241 1206 0448 0421 0400,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,998,,,2000 E 105TH ST,,33.9406,-118.237
200104872,1/12/2020,1/12/2020,1830,1,Central,185,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 1822 0329,26,M,B,101,STREET,,,IC,Invest Cont,330,,,,200 E 11TH ST,,34.0384,-118.2571
200104873,1/12/2020,1/12/2020,1030,1,Central,111,1,330,BURGLARY FROM VEHICLE,1822 0329 0344 1307 1609,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,600 N BROADWAY,,34.0586,-118.2402
200104874,1/12/2020,1/11/2020,2000,1,Central,182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,45,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1000 S HOPE ST,,34.0437,-118.2617
200104875,1/12/2020,1/12/2020,1955,1,Central,171,2,888,TRESPASSING,2004 1501,0,X,X,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,888,,,,1000 S FIGUEROA ST,,34.0457,-118.2665
200104879,1/12/2020,1/12/2020,2020,1,Central,162,1,210,ROBBERY,1414 0945 2004 1822 0325 0421,0,X,X,406,OTHER STORE,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,600 W 7TH ST,,34.0473,-118.2566
200104880,1/12/2020,1/12/2020,1800,1,Central,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1822,20,F,X,102,SIDEWALK,,,IC,Invest Cont,440,,,,800 S OLIVE ST,,34.0452,-118.2569
200104881,1/13/2020,1/12/2020,2300,1,Central,156,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2004 0913 2000 0416 1814 1218,46,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,6TH ST,WALL ST,34.0428,-118.2461
200104884,1/12/2020,1/11/2020,1400,1,Central,181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344,44,M,B,741,STAPLES CENTER *,,,IC,Invest Cont,341,,,,1100 S FIGUEROA ST,,34.0431,-118.2692
200104885,1/12/2020,1/12/2020,1600,1,Central,152,1,480,BIKE - STOLEN,0397 0344,26,M,W,738,LIBRARY,,,IC,Invest Cont,480,,,,600 W 5TH ST,,34.0502,-118.254
200104886,1/12/2020,1/12/2020,1625,1,Central,134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1822,22,F,A,402,MARKET,,,IC,Invest Cont,440,,,,300 S BROADWAY,,34.051,-118.248
200104887,1/12/2020,1/12/2020,1520,1,Central,111,2,946,OTHER MISCELLANEOUS CRIME,0906 1402 2004,32,M,H,101,STREET,,,AO,Adult Other,946,998,,,ORD,BROADWAY,34.0607,-118.2405
200104895,1/13/2020,1/12/2020,1900,1,Central,105,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,COTTAGE HOME,DOYLE PL,34.068,-118.2359
200104896,1/8/2020,1/3/2020,1810,1,Central,124,2,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",1906,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,956,,,,200 N MAIN ST,,34.0532,-118.2425
200104903,1/13/2020,1/11/2020,1000,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344 1300 1302,40,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,900 S HILL ST,,34.042,-118.2625
